66,177,66,63,194,130,1
66,182,66,64,194,136,1
66,182,66,64,194,136,1
66,182,66,64,194,136,1
66,182,66,60,194,129,1
66,182,66,60,194,129,1
66,182,66,60,194,129,1
66,185,66,61,194,133,1
66,185,66,61,194,133,1
66,185,66,61,194,133,1
66,185,66,61,194,133,1
66,185,66,61,194,133,1
66,186,66,57,194,132,1
66,186,66,57,194,132,1
66,186,66,57,194,132,1
66,182,66,57,194,126,1
66,182,66,57,194,126,1
66,182,66,57,194,126,1
66,182,66,57,194,126,1
66,186,66,58,194,132,1
66,189,66,56,194,131,1
66,189,66,56,194,131,1
66,189,66,56,194,131,1
66,191,66,57,194,133,1
66,191,66,57,194,133,1
66,191,66,57,194,133,1
66,191,66,57,194,133,1
66,192,66,58,194,134,1
66,193,66,58,194,137,1
66,193,66,58,194,137,1
66,193,66,58,194,138,1
66,193,66,58,194,138,1
66,193,66,59,194,138,1
66,193,66,59,194,138,1
66,193,66,59,194,138,1
66,191,66,60,194,136,1
66,188,66,62,194,138,1
66,188,66,62,194,138,1
66,189,66,61,194,140,1
66,189,66,61,194,140,1
66,188,66,60,194,138,1
66,189,66,61,194,140,1
66,189,66,61,194,140,1
66,192,66,62,194,144,1
66,188,66,62,194,144,1
66,188,66,62,194,144,1
66,185,66,58,194,141,1
66,185,66,58,194,141,1
66,184,66,60,194,139,1
66,184,66,60,194,139,1
66,184,66,60,194,139,1
66,184,66,62,194,141,1
66,184,66,62,194,141,1
66,184,66,62,194,141,1
66,184,66,63,194,140,1
66,184,66,63,194,140,1
66,184,66,63,194,140,1
66,184,66,63,194,140,1
66,184,66,63,194,140,1
66,183,66,63,194,138,1
66,183,66,63,194,138,1
66,183,66,63,194,138,1
66,183,66,63,194,138,1
66,183,66,63,194,138,1
66,182,66,62,194,136,1
66,182,66,62,194,136,1
66,182,66,62,194,136,1
66,185,66,62,194,135,1
66,185,66,62,194,135,1
66,185,66,62,194,135,1
66,185,66,63,194,135,1
66,185,66,63,194,135,1
66,185,66,63,194,135,1
66,186,66,64,194,136,1
66,185,66,62,194,135,1
66,189,66,63,194,135,1
66,189,66,63,194,135,1
66,189,66,63,194,135,1
66,189,66,64,194,135,1
66,189,66,64,194,135,1
66,188,66,63,194,134,1
66,188,66,64,194,133,1
66,188,66,64,194,133,1
66,185,66,64,194,133,1
66,185,66,64,194,133,1
66,187,66,64,194,135,1
66,188,66,66,194,137,1
66,188,66,66,194,137,1
66,188,66,66,194,137,1
66,188,66,64,194,137,1
66,189,66,66,194,138,1
66,189,66,65,194,139,1
66,189,66,65,194,139,1
66,183,66,59,194,132,1
66,183,66,59,194,132,1
66,183,66,59,194,132,1
66,183,66,59,194,132,1
66,185,66,55,194,134,1
66,185,66,55,194,134,1
66,186,66,55,194,133,1
66,186,66,55,194,133,1
66,188,66,55,194,136,1
66,188,66,55,194,136,1
66,188,66,55,194,136,1
66,188,66,55,194,136,1
66,186,66,52,194,133,1
66,187,66,52,194,135,1
66,191,66,53,194,137,1
66,191,66,53,194,137,1
66,187,66,50,194,132,1
66,187,66,50,194,132,1
66,187,66,50,194,132,1
66,187,66,50,194,132,1
66,187,66,50,194,132,1
66,192,66,51,194,134,1
66,192,66,51,194,134,1
66,192,66,51,194,134,1
66,190,66,50,194,131,1
66,190,66,50,194,131,1
66,190,66,50,194,131,1
66,189,66,53,194,130,1
66,189,66,57,194,130,1
66,190,66,61,194,130,1
66,190,66,61,194,130,1
66,190,66,61,194,130,1
66,193,66,65,194,134,1
66,193,66,65,194,134,1
66,193,66,65,194,134,1
66,193,66,65,194,134,1
66,192,66,68,194,132,1
66,191,66,70,194,133,1
66,191,66,70,194,133,1
66,189,66,70,194,129,1
66,190,66,71,194,131,1
66,190,66,71,194,131,1
66,190,66,71,194,131,1
66,190,66,71,194,131,1
66,189,66,70,194,130,1
66,189,66,70,194,129,1
66,189,66,70,194,129,1
66,187,66,67,194,126,1
66,190,66,67,194,130,1
66,190,66,67,194,130,1
66,190,66,67,194,130,1
66,190,66,67,194,130,1
66,188,66,62,194,127,1
66,194,66,63,194,133,1
66,193,66,63,194,132,1
66,195,66,64,194,135,1
66,197,66,62,194,137,1
66,197,66,62,194,137,1
66,197,66,62,194,137,1
66,197,66,62,194,137,1
66,193,66,54,194,132,1
66,198,66,54,194,136,1
66,199,66,57,194,137,1
66,197,66,54,194,136,1
66,194,66,51,194,131,1
66,194,66,51,194,131,1
66,197,66,47,194,135,1
66,197,66,47,194,135,1
66,194,66,46,194,131,1
66,197,66,45,194,133,1
66,199,66,44,194,136,1
66,198,66,44,194,134,1
66,198,66,44,194,134,1
66,198,66,44,194,134,1
66,198,66,44,194,134,1
66,198,66,44,194,134,1
66,200,66,46,194,137,1
66,201,66,48,194,137,1
66,200,66,50,194,137,1
66,202,66,51,194,139,1
66,202,66,51,194,139,1
66,202,66,51,194,139,1
66,202,66,51,194,139,1
66,201,66,59,194,136,1
66,201,66,59,194,136,1
66,201,66,62,194,137,1
66,201,66,62,194,137,1
66,197,66,64,194,132,1
66,197,66,64,194,132,1
66,197,66,64,194,132,1
66,197,66,64,194,132,1
66,197,66,73,194,131,1
66,194,66,75,194,130,1
66,194,66,75,194,130,1
66,197,66,79,194,134,1
66,197,66,83,194,134,1
66,197,66,83,194,134,1
66,197,66,83,194,134,1
66,197,66,83,194,134,1
66,195,66,84,194,131,1
66,197,66,86,194,133,1
66,197,66,86,194,133,1
66,196,66,87,194,132,1
66,192,66,84,194,127,1
66,192,66,84,194,127,1
66,192,66,84,194,127,1
66,196,66,86,194,132,1
66,195,66,85,194,131,1
66,190,66,82,194,121,1
66,190,66,82,194,121,1
66,193,66,79,194,128,1
66,194,66,78,194,130,1
66,194,66,78,194,130,1
66,194,66,78,194,130,1
66,194,66,78,194,130,1
66,192,66,66,194,125,1
66,198,66,69,194,131,1
66,198,66,69,194,131,1
66,205,66,68,194,141,1
66,196,66,61,194,129,1
66,197,66,64,194,130,1
66,197,66,64,194,130,1
66,197,66,64,194,130,1
66,200,66,59,194,135,1
66,204,66,59,194,134,1
66,204,66,59,194,134,1
66,203,66,57,194,133,1
66,204,66,53,194,135,1
66,205,66,52,194,135,1
66,205,66,52,194,135,1
66,204,66,49,194,134,1
66,204,66,49,194,134,1
66,205,66,49,194,134,1
66,206,66,49,194,137,1
66,204,66,47,194,133,1
66,204,66,47,194,133,1
66,205,66,49,194,135,1
66,205,66,49,194,135,1
66,208,66,49,194,139,1
66,208,66,49,194,139,1
66,204,66,48,194,134,1
66,205,66,50,194,135,1
66,205,66,52,194,135,1
66,205,66,52,194,135,1
66,203,66,52,194,133,1
66,204,66,54,194,134,1
66,207,66,54,194,137,1
66,207,66,52,194,133,1
66,207,66,52,194,133,1
66,208,66,52,194,135,1
66,209,66,53,194,136,1
66,209,66,53,194,136,1
66,209,66,53,194,136,1
66,212,66,58,194,140,1
66,208,66,54,194,135,1
66,212,66,55,194,134,1
66,212,66,55,194,134,1
66,210,66,53,194,131,1
66,213,66,58,194,135,1
66,213,66,58,194,135,1
66,213,66,58,194,135,1
66,212,66,56,194,133,1
66,213,66,59,194,134,1
66,219,66,59,194,135,1
66,219,66,59,194,135,1
66,219,66,60,194,135,1
66,221,66,62,194,137,1
66,221,66,62,194,137,1
66,221,66,62,194,137,1
66,221,66,64,194,137,1
66,221,66,64,194,137,1
66,224,66,64,194,137,1
66,224,66,64,194,137,1
66,230,66,67,194,144,1
66,229,66,69,194,144,1
66,229,66,69,194,144,1
66,229,66,69,194,144,1
66,229,66,68,194,144,1
66,229,66,68,194,144,1
66,232,66,70,194,146,1
66,232,66,70,194,146,1
66,232,66,71,194,147,1
66,232,66,71,194,146,1
66,232,66,71,194,146,1
66,230,66,69,194,144,1
